movieId,avg_score,name,categories,working_hours,city
147286,5.0,The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra,Mystery,"Mystery fiction is a genre of fiction usually involving a mysterious death or a crime to be solved. Often with a closed circle of suspects, each suspect is usually provided with a credible motive and a reasonable opportunity for committing the crime. The central character will often be a detective (like Sherlock Holmes and his assistant John H. Watson) who eventually solves the mystery by logical deduction from facts presented to the reader. Sometimes mystery books are nonfictional. ""Mystery fiction"" can be detective stories in which the emphasis is on the puzzle or suspense element and its logical solution such as a whodunit. Mystery fiction can be contrasted with hardboiled detective stories, which focus on action and gritty realism.",1983
147250,5.0,The Adventures of Sherlock Holmes and Doctor Watson,(no genres listed),"The Twentieth Century Approaches (Russian: Двадцатый век начинается) is a 1986 Soviet film adaptation of Arthur Conan Doyle's stories about Sherlock Holmes. It is the fifth film in The Adventures of Sherlock Holmes and Dr. Watson film series directed by Igor Maslennikov. The film is based on four stories by Conan Doyle – ""The Adventure of the Engineer's Thumb"", ""The Adventure of the Second Stain"", ""The Adventure of the Bruce-Partington Plans"", ""His Last Bow"".",The Adventures of Sherlock Holmes and Doctor Watson
147196,5.0,The Girls,Romance,"The All-American Girls Professional Baseball League (AAGPBL) was a professional women's baseball league founded by Philip K. Wrigley which existed from 1943 to 1954. The AAGPBL is the forerunner of women's professional league sports in the United States. Over 600 women played in the league, which consisted of eventually 10 teams located in the American Midwest. In 1948, league attendance peaked at over 900,000 spectators. The most successful team, the Rockford Peaches, won a league-best four championships. The 1992 motion picture A League of Their Own is a mostly fictionalized account of the early days of the league and its stars.",1961
60737,5.0,Watching the Detectives,Romance,"""Watching the Detectives"" is a 1977 single by English singer-songwriter Elvis Costello. His fourth single overall, it was his first hit single on any national chart, peaking at #15 in the UK and also charting modestly in Canada, Australia and the U.S. The song featured on Rolling Stone's 500 Greatest Songs of All Time at No. 363.",2007
146684,5.0,Cosmic Scrat-tastrophe,Children,"Ice Age: Collision Course is a 2016 American computer-animated science fiction comedy film produced by Blue Sky Studios and distributed by 20th Century Fox. It is the fifth installment in the Ice Age film series and the sequel to Ice Age: Continental Drift (2012). The film was directed by Mike Thurmeier and Galen Tan Chu from a screenplay by Michael J. Wilson, Michael Berg and Yoni Brenner, and stars Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Seann William Scott, Josh Peck, Jennifer Lopez and Simon Pegg reprising their roles from the previous films alongside Jesse Tyler Ferguson, Adam DeVine, Nick Offerman, Max Greenfield, Stephanie Beatriz, Melissa Rauch, Michael Strahan, Jessie J and Neil deGrasse Tyson. In the film, after Scrat accidentally launches several deadly meteors t",2015
146662,5.0,Dragons: Gift of the Night Fury,Adventure,"Gift of the Night Fury is a 2011 American computer-animated short film by DreamWorks Animation and directed by Tom Owens. It was released on November 15, 2011 on DVD and Blu-ray, along with another original animated short film Book of Dragons.",2011
64499,5.0,Che: Part One,War,"Che is a two-part 2008 biographical film about Argentine Marxist revolutionary Ernesto ""Che"" Guevara, directed by Steven Soderbergh. Rather than follow a standard chronological order, the films offer an oblique series of interspersed moments along the overall timeline. Part One is titled The Argentine and focuses on the Cuban Revolution from the landing of Fidel Castro, Guevara, and other revolutionaries in Cuba to their successful toppling of Fulgencio Batista's dictatorship two years later. Part Two is titled Guerrilla and focuses on Guevara's attempt to bring revolution to Bolivia and his demise. Both parts are shot in a cinéma vérité style, but each has different approaches to linear narrative, camerawork and the visual look. It stars Benicio del Toro as Guevara, with an ensemble cast",2008
6835,5.0,Alien Contamination,Action,"Contamination (a.k.a. Alien Contamination) is a 1980 science fiction-horror film directed by Luigi Cozzi and starring Ian McCulloch. The film is about an alien cyclops creature that uses human agents to place eggs all over Earth. The eggs release a gelatinous goo that causes people to explode when they come into physical contact with the substance.The tagline on the Italian one-sheet (""...e ora tocca a voi!"") translates as ""...and now it's your turn!"".",1980
6835,5.0,Alien Contamination,Horror,"Contamination (a.k.a. Alien Contamination) is a 1980 science fiction-horror film directed by Luigi Cozzi and starring Ian McCulloch. The film is about an alien cyclops creature that uses human agents to place eggs all over Earth. The eggs release a gelatinous goo that causes people to explode when they come into physical contact with the substance.The tagline on the Italian one-sheet (""...e ora tocca a voi!"") translates as ""...and now it's your turn!"".",1980
150554,5.0,The Love Bug,Fantasy,,1997
150554,5.0,The Love Bug,Adventure,,1997
149566,5.0,Unicorn City,Romance,"Moscow (, in US mainly: ; Russian: Москва, tr. Moskva, IPA: [mɐˈskva] ()) is the capital and most populous city of Russia, with approximately 12.6 million residents within the city limits, 17 million within the urban area and 20 million within the metropolitan area. Moscow is one of Russia's federal cities.",2012
149508,5.0,Spellbound,Romance,"Spellbound Entertainment AG was a German video game developer based in Offenburg. Founded in 1994 by Armin Gessert, the company is best known for the Desperados series. They also developed Arcania: Gothic 4, part of the Gothic series and later its expansion, Arcania: Fall of Setarrif. It was Spellbound's first entry into the series, which was previously developed by Piranha Bytes.",2011
149350,5.0,Lumberjack Man,Horror,"Many types of wrestling matches, sometimes called ""concept"" or ""gimmick matches"" in the jargon of the business, are performed in professional wrestling. Some of them occur relatively frequently while others are developed so as to advance an angle and such match types are used rarely. Because of professional wrestling's long history over decades, many things have been recycled (many match types often being variations of previous match types). These match types can be organized into several loose groups.",2015
6835,5.0,Alien Contamination,Sci-Fi,"Contamination (a.k.a. Alien Contamination) is a 1980 science fiction-horror film directed by Luigi Cozzi and starring Ian McCulloch. The film is about an alien cyclops creature that uses human agents to place eggs all over Earth. The eggs release a gelatinous goo that causes people to explode when they come into physical contact with the substance.The tagline on the Italian one-sheet (""...e ora tocca a voi!"") translates as ""...and now it's your turn!"".",1980
59814,5.0,Ex Drummer,Horror,"Dethklok is a fictional death metal band featured in the Adult Swim animated television series Metalocalypse. The first official Dethklok album was released on September 25, 2007, entitled The Dethalbum. The album debuted at number 21 on Billboard Magazine's Top 200 list. The band released Dethalbum II on September 29, 2009, and toured with Mastodon, High on Fire and Converge. The band's third album, Dethalbum III, was released on October 16, 2012. The soundtrack to the special episode, Metalocalypse: The Doomstar Requiem was released on October 29, 2013.",2007
3687,5.0,Light Years (Gandahar),Sci-Fi,"The light-year is a unit of length used to express astronomical distances and measures about 9.46 trillion kilometres (9.46 x 1012 km) or 5.88 trillion miles (5.88 x 1012 mi). As defined by the International Astronomical Union (IAU), a light-year is the distance that light travels in vacuum in one Julian year (365.25 days). Because it includes the word ""year"", the term light-year may be misinterpreted as a unit of time.",1988
142444,5.0,The Editor,Mystery,"A text editor is a type of computer program that edits plain text. Such programs are sometimes known as ""notepad"" software, following the naming of Microsoft Notepad. Text editors are provided with operating systems and software development packages, and can be used to change files such as configuration files, documentation files and programming language source code.",2015
142444,5.0,The Editor,Horror,"A text editor is a type of computer program that edits plain text. Such programs are sometimes known as ""notepad"" software, following the naming of Microsoft Notepad. Text editors are provided with operating systems and software development packages, and can be used to change files such as configuration files, documentation files and programming language source code.",2015
141816,5.0,12 Chairs,Adventure,"The Twelve Chairs (Russian: Двенадцать стульев, Dvenadtsat stulyev) is a classic satirical novel by the Odessan Soviet authors Ilf and Petrov, published in 1928. Its plot follows characters attempting to obtain jewelry hidden in a chair. Its main character Ostap Bender reappears in the book's sequel The Golden Calf, in spite of his apparent death in Chairs. The novel has been adapted to other media, primarily film.",1976
72142,5.0,Love Exposure (Ai No Mukidashi),Action,"Love Exposure (Japanese: 愛のむきだし, Hepburn: Ai no mukidashi) is a 2008 Japanese comedy-drama art film written and directed by Sion Sono. The film gained a considerable amount of notoriety in film festivals around the world for its four-hour duration and themes including love, family, lust, religion and the art of upskirt photography. The first version was originally six hours long, but was trimmed at the request of the producers. Following its release, it won many awards and garnered positive reviews. At the Berlin International Film Festival, it won the Caligari Film Award and the FIPRESCI Prize.",2008
3687,5.0,Light Years (Gandahar),Adventure,"The light-year is a unit of length used to express astronomical distances and measures about 9.46 trillion kilometres (9.46 x 1012 km) or 5.88 trillion miles (5.88 x 1012 mi). As defined by the International Astronomical Union (IAU), a light-year is the distance that light travels in vacuum in one Julian year (365.25 days). Because it includes the word ""year"", the term light-year may be misinterpreted as a unit of time.",1988
140627,5.0,Battle For Sevastopol,War,"The Siege of Sevastopol also known as the Defence of Sevastopol (Russian: Оборона Севастополя, transliteration: Oborona Sevastopolya) or the Battle of Sevastopol (German: Schlacht um Sewastopol) was a military battle that took place on the Eastern Front of the Second World War. The campaign was fought by the Axis powers of Germany and Romania against the Soviet Union for control of Sevastopol, a port in the Crimea on the Black Sea. On 22 June 1941 the Axis invaded the Soviet Union during Operation Barbarossa. Axis land forces reached the Crimea in the autumn of 1941 and overran most of the area. The only objective not in Axis hands was Sevastopol. Several attempts were made to secure the city in October and November 1941. A major attack was planned for late November, but heavy rains delaye",2015
3687,5.0,Light Years (Gandahar),Fantasy,"The light-year is a unit of length used to express astronomical distances and measures about 9.46 trillion kilometres (9.46 x 1012 km) or 5.88 trillion miles (5.88 x 1012 mi). As defined by the International Astronomical Union (IAU), a light-year is the distance that light travels in vacuum in one Julian year (365.25 days). Because it includes the word ""year"", the term light-year may be misinterpreted as a unit of time.",1988
6408,5.0,Animals are Beautiful People,Documentary,"Animals are multicellular eukaryotic organisms that form the biological kingdom Animalia. With few exceptions, animals consume organic material, breathe oxygen, are able to move, can reproduce sexually, and grow from a hollow sphere of cells, the blastula, during embryonic development. Over 1.5 million living animal species have been described—of which around 1 million are insects—but it has been estimated there are over 7 million animal species in total. Animals range in length from 8.5 millionths of a metre to 33.6 metres (110 ft). They have complex interactions with each other and their environments, forming intricate food webs. The kingdom Animalia includes humans, but in colloquial use the term animal often refers only to non-human animals. The scientific study of animals is known as",1974
143559,5.0,L.A. Slasher,Fantasy,"Los Angeles ( (); Spanish: Los Ángeles; Spanish for ""The Angels""), officially the City of Los Angeles and often known by its initials L.A., is the most populous city in California; the second most populous city in the United States, after New York City; and the third most populous city in North America, after Mexico City and New York City. With an estimated population of nearly four million people, Los Angeles is the cultural, financial, and commercial center of Southern California. The city is known for its Mediterranean climate, ethnic diversity, Hollywood, the entertainment industry, and its sprawling metropolis.",2015
143511,5.0,Human,Documentary,"Animals are multicellular eukaryotic organisms that form the biological kingdom Animalia. With few exceptions, animals consume organic material, breathe oxygen, are able to move, can reproduce sexually, and grow from a hollow sphere of cells, the blastula, during embryonic development. Over 1.5 million living animal species have been described—of which around 1 million are insects—but it has been estimated there are over 7 million animal species in total. Animals range in length from 8.5 millionths of a metre to 33.6 metres (110 ft). They have complex interactions with each other and their environments, forming intricate food webs. The kingdom Animalia includes humans, but in colloquial use the term animal often refers only to non-human animals. The scientific study of animals is known as",2015
69860,5.0,Eichmann,War,"Otto Adolf Eichmann ( AHIKH-mən, German: [ˈʔɔto ˈʔaːdɔlf ˈʔaɪçman]; 19 March 1906 – 1 June 1962) was a German-Austrian SS-Obersturmbannführer and one of the major organizers of the Holocaust, referred to as the ""Final Solution to the Jewish Question"" in Nazi terminology. He was tasked by SS-Obergruppenführer Reinhard Heydrich with facilitating and managing the logistics involved in the mass deportation of Jews to ghettos and extermination camps in Nazi-occupied Eastern Europe during World War II. Eichmann was captured by the Mossad in Argentina on 11 May 1960 and subsequently found guilty of war crimes in a widely publicised trial in Jerusalem, where he was executed by hanging in 1962.",2007
70451,5.0,Max Manus,Action,"Max Manus: Man of War is a 2008 Norwegian biographical war film based on the real events of the life of resistance fighter Max Manus (9 December 1914 – 20 September 1996). The story follows Manus (Aksel Hennie) from the Winter War against the Soviet Union, through the outbreak of World War II and the occupation of Norway by Nazi Germany until peacetime in 1945. The film is based on Max Manus's own books Det vil helst gå godt and Det blir alvor, as well as other accounts and historical documentation. The film stays largely historically accurate, but omits some events, and moves some of the supporting characters around to show them taking part in events in place of others. The production included around 1,800 extras and 2,000 workers behind the cameras.",2008
70451,5.0,Max Manus,War,"Max Manus: Man of War is a 2008 Norwegian biographical war film based on the real events of the life of resistance fighter Max Manus (9 December 1914 – 20 September 1996). The story follows Manus (Aksel Hennie) from the Winter War against the Soviet Union, through the outbreak of World War II and the occupation of Norway by Nazi Germany until peacetime in 1945. The film is based on Max Manus's own books Det vil helst gå godt and Det blir alvor, as well as other accounts and historical documentation. The film stays largely historically accurate, but omits some events, and moves some of the supporting characters around to show them taking part in events in place of others. The production included around 1,800 extras and 2,000 workers behind the cameras.",2008
95311,5.0,Presto,Fantasy,"Preston North End Football Club (often shortened to The North End or PNE) is a professional football club in Preston, Lancashire, whose team currently plays in the EFL Championship, the second tier of the English football league system. Originally a cricket club, Preston have been based at Deepdale since 1875. The club first took up football in 1878 as a winter fitness activity and decided to focus on it in May 1880, when the football club was officially founded. Deepdale is now football's oldest ground in terms of continuous use by a major league club.",2008
5059,5.0,Little Dieter Needs to Fly,Documentary,"Little Dieter Needs to Fly (German: Flucht aus Laos, literally ""Escape from Laos"") is a 1997 German-British-French documentary film written and directed by Werner Herzog, produced by Werner Herzog Filmproduktion, and premiered on German television. The film was released to DVD in 1998 by Anchor Bay.",1997
876,5.0,Supercop 2 (Project S) (Chao ji ji hua),Thriller,"Supercop 2 (Chinese: 超級計劃, also known as Project S, Once a Cop, Police Story IV, and Police Story 3 Part 2) is a 1993 Hong Kong action film directed by Stanley Tong and starring Michelle Yeoh. It is a spin-off of Jackie Chan's Police Story film series involving the character Yeoh portrayed in Supercop. Although Jackie Chan only has a cameo appearance in this film, some DVD covers prominently featured Chan, misleading audiences into thinking he is one of the main characters. He reprises his role as Inspector Chan, but in drag to catch a criminal in drag wearing the same wig and clothes.",1993
876,5.0,Supercop 2 (Project S) (Chao ji ji hua),Action,"Supercop 2 (Chinese: 超級計劃, also known as Project S, Once a Cop, Police Story IV, and Police Story 3 Part 2) is a 1993 Hong Kong action film directed by Stanley Tong and starring Michelle Yeoh. It is a spin-off of Jackie Chan's Police Story film series involving the character Yeoh portrayed in Supercop. Although Jackie Chan only has a cameo appearance in this film, some DVD covers prominently featured Chan, misleading audiences into thinking he is one of the main characters. He reprises his role as Inspector Chan, but in drag to catch a criminal in drag wearing the same wig and clothes.",1993
112512,5.0,Colourful (Karafuru),Fantasy,"Color (American English), or colour (Commonwealth English), is the characteristic of visual perception described through color categories, with names such as red, orange, yellow, green, blue, or purple. This perception of color derives from the stimulation of photoreceptor cells (in particular cone cells in the human eye and other vertebrate eyes) by electromagnetic radiation (in the visible spectrum in the case of humans). Color categories and physical specifications of color are associated with objects through the wavelength of the light that is reflected from them. This reflection is governed by the object's physical properties such as light absorption, emission spectra, etc.",2010
5244,5.0,Shogun Assassin,Action,"Killarmy () is an American hip hop group, that is known through its affiliation with Wu-Tang Clan It is one of the earliest and most successful of the many Wu-Tang affiliates along with Sunz of Man. Killarmy's music consists of lyrics and songs focused on the themes of military combat and war, terrorism and conspiracy theories. The group's instrumentals are usually somber with ominous dark undertones and a raw, gritty production style provided by 4th Disciple.",1980
93008,5.0,"Very Potter Sequel, A",Musical,"The A Very Potter Sequel cast extended play (EP) contains songs from the musical A Very Potter Sequel, sequel to the Harry Potter parody musical A Very Potter Musical, produced by StarKid Productions with music and lyrics by Darren Criss (who also starred in both musicals as Harry Potter) and book by Matt Lang, Nick Lang, and Brian Holden, that were not released on A Very StarKid Album. The EP was released digitally on July 31, 2010, through the group's Bandcamp site.",2010
115727,5.0,Crippled Avengers (Can que) (Return of the 5 Deadly Venoms),Adventure,"Crippled Avengers is a 1978 Shaw Brothers kung fu film directed by Chang Cheh and starring four members of the Venom Mob. It has been released in North America as Mortal Combat and The Return of the 5 Deadly Venoms. The film follows a group of four martial artists seeking revenge after being crippled by Chu Twin (Chen Kuan Tai), a martial arts master, and his son, Chu Cho Chang (Lu Feng).",1981
115727,5.0,Crippled Avengers (Can que) (Return of the 5 Deadly Venoms),Action,"Crippled Avengers is a 1978 Shaw Brothers kung fu film directed by Chang Cheh and starring four members of the Venom Mob. It has been released in North America as Mortal Combat and The Return of the 5 Deadly Venoms. The film follows a group of four martial artists seeking revenge after being crippled by Chu Twin (Chen Kuan Tai), a martial arts master, and his son, Chu Cho Chang (Lu Feng).",1981
5244,5.0,Shogun Assassin,Adventure,"Killarmy () is an American hip hop group, that is known through its affiliation with Wu-Tang Clan It is one of the earliest and most successful of the many Wu-Tang affiliates along with Sunz of Man. Killarmy's music consists of lyrics and songs focused on the themes of military combat and war, terrorism and conspiracy theories. The group's instrumentals are usually somber with ominous dark undertones and a raw, gritty production style provided by 4th Disciple.",1980
94810,5.0,Eva,Sci-Fi,"La Plata (Spanish pronunciation: [la ˈplata]) is the capital city of Buenos Aires Province, Argentina. According to the 2001 census [INDEC], it has a population of 765,378 and its metropolitan area has 899,523 inhabitants. La Plata was planned and developed to serve as the provincial capital after the city of Buenos Aires was federalized in 1880. It was officially founded by Governor Dardo Rocha on 19 November 1882. Its construction is fully documented in photographs by Tomás Bradley Sutton. La Plata was briefly known as Ciudad Eva Perón (Eva Perón City) between 1952 and 1955.",2011
96608,5.0,Runaway Brain (1995) ,Sci-Fi,The following is a list of all The Adventures of Jimmy Neutron: Boy Genius episodes. The series is based on the 2001 film Jimmy Neutron: Boy Genius.,1995 
96832,5.0,Holy Motors,Musical,"Holy Motors is a 2012 fantasy drama film written and directed by Leos Carax, starring Denis Lavant and Édith Scob. Lavant plays Mr Oscar, a man like an actor who inhabits several roles, but there are no apparent cameras filming the man's performances. It is Carax's first feature film since 1999. The film competed for the Palme d'Or at the 2012 Cannes Film Festival.",2012
108795,5.0,Wonder Woman,Adventure,"Wonder Woman is a fictional superhero appearing in American comic books published by DC Comics. The character is a founding member of the Justice League. The character first appeared in All Star Comics #8 in October 1941 with her first feature in Sensation Comics #1 in January 1942. The Wonder Woman title has been published by DC Comics almost continuously except for a brief hiatus in 1986. In her homeland, the island nation of Themyscira, her official title is Princess Diana of Themyscira. When blending into the society outside of her homeland, she sometimes adopts her civilian identity Diana Prince.",2009
104780,5.0,"Mystery of the Third Planet, The (Tayna tretey planety)",Sci-Fi,"The Mystery of the Third Planet (Russian: Тайна третьей планеты, Tayna tretyey planety), aka The Secret of the Third Planet is a 1981 Soviet traditionally animated feature film directed by Roman Kachanov and produced by the Soyuzmultfilm studio in Moscow. It is based on a children's science fiction novella ""Alice's Travel"" by Kir Bulychev, from Alisa (Alice) Selezneva book series.",1981
4454,5.0,More,IMAX,"Cherno More (Bulgarian: Черно Море) is a Bulgarian professional association football club based in the city of Varna, which currently competes in Bulgaria's primary football competition, the First League. Founded on March 3, 1913, as an association football branch of the larger sports society SC Galata, the club has spent the majority of its existence playing in the top tier of Bulgarian football. The club has a long-standing rivalry with neighbouring Spartak Varna, with matches between the two being commonly referred to as ""The Derby of Varna"".",1998
4454,5.0,More,Sci-Fi,"Cherno More (Bulgarian: Черно Море) is a Bulgarian professional association football club based in the city of Varna, which currently competes in Bulgaria's primary football competition, the First League. Founded on March 3, 1913, as an association football branch of the larger sports society SC Galata, the club has spent the majority of its existence playing in the top tier of Bulgarian football. The club has a long-standing rivalry with neighbouring Spartak Varna, with matches between the two being commonly referred to as ""The Derby of Varna"".",1998
100906,5.0,Maniac Cop 2,Thriller,"In the sport of association football, a defender is an outfield player whose primary roles is to stop attacks during the game and prevent the opposing team from scoring goals. Centre backs are usually are in pairs, with 2 full-backs to their left and right, but can come in threes with no full backs There are four types of defenders: centre-back, sweeper, full-back, and wing-back. The centre-back and full-back positions are essential in most modern formations. The sweeper and wing-back roles are more specialized for certain formations.",1990
122092,5.0,Guy X,War,"Arthur Guy Empey (December 11, 1883 – February 22, 1963) was an American soldier, author, actor and filmmaker. He served with the British Army during World War I, and upon his return wrote a popular autobiographical book, Over the Top, which sold over a quarter million copies. He penned lyrics to several patriotic songs, and wrote, produced or directed several silent films including The Undercurrent (1919) and Troopers Three (1930).",2005
128087,5.0,Trinity and Sartana Are Coming,Western,"Christianity is an Abrahamic monotheistic religion based on the life and teachings of Jesus of Nazareth. Its adherents, known as Christians, believe that Jesus is the Christ, whose coming as the messiah was prophesied in the Hebrew Bible, called the Old Testament in Christianity, and chronicled in the New Testament. It is the world's largest religion with about 2.4 billion followers.",1972
5537,5.0,Satin Rouge,Musical,Red Satin also known as Satin Rouge (French: Satin rouge) is a 2002 Tunisian Arabic-language women oriented drama film written and directed by Raja Amari on her feature film directorial debut. The film stars Israeli actress Hiam Abbass and Hend El Fahem in the lead roles. It reveals the story of a widow woman who radically transforms from a housewife to a seductive caberet dancer. The film had its theatrical release on 24 April 2002 and opened to mixed reviews. The film received several awards and nominations at International Film Festivals.,2002
91386,5.0,Happy Feet Two,IMAX,"Happy Feet Two is a 2011 computer-animated family film directed, produced and co-written by George Miller. It is the sequel to the 2006 film Happy Feet, and features an ensemble voice cast that includes Ava Acres, Elijah Wood, Hank Azaria, Robin Williams, Sofia Vergara, Alecia Moore, Meibh Campbell, Lil' P-Nut, Brad Pitt, Matt Damon, Common, Hugo Weaving, Richard Carter, Magda Szubanski, and Anthony LaPaglia. In this movie, Erik, the son of Mumble and Gloria, must stop the Apocalypse of Antarctica.",2011
118270,5.0,Hellbenders,Thriller,"The Hellbenders (Italian: I crudeli, lit. 'The Cruel Ones') is a 1967 Spaghetti Western directed by Sergio Corbucci.",2012
5416,5.0,Cherish,Thriller,"Cherish the Ladies is an American female super group that plays Celtic music. The band began as a concert series in New York in January 1985. It was the brainchild of Mick Moloney who wanted to showcase the brightest female musicians in America in what had been a male-dominated scene. The group took its name from a traditional Irish jig called ""Cherish the Ladies"", and the series opened to sold-out concerts. Their leader Joanie Madden plays flute and tin whistle. The other members of the group play a wide variety of instruments. Their albums contain both tunes (instrumental tracks) and songs (tracks with vocals).",2002
8580,5.0,Into the Woods,Musical,"Pennsylvania ( () PEN-səl-VAY-nee-ə), officially the Commonwealth of Pennsylvania, is a state located in the Northeastern, Great Lakes, Appalachian, and Mid-Atlantic regions of the United States. The Appalachian Mountains run through its middle. The Commonwealth is bordered by Delaware to the southeast, Maryland to the south, West Virginia to the southwest, Ohio to the west, Lake Erie and the Canadian province of Ontario to the northwest, New York to the north, and New Jersey to the east.",1991
2075,5.0,Mephisto,War,,1981
176601,5.0,Black Mirror,(no genres listed),"Black Mirror is a British science fiction anthology television series created by Charlie Brooker. He and Annabel Jones serve as the programme's showrunners. It examines modern society, particularly with regard to the unanticipated consequences of new technologies. Episodes are standalone, usually set in an alternative present or the near future, often with a dark and satirical tone, although some are more experimental and lighter.",Black Mirror
7815,5.0,True Stories,Musical,"Mostly True Stories?: Urban Legends Revealed is an American documentary television series about urban legends. It aired on TLC from 2002 to 2004, running for four seasons. Early episodes were hosted by Natasha Henstridge. The program features reenactments of various urban legends and research into their credibility. Unscheduled edited versions of the show, with new narration and without Henstridge as a hostess, were aired on TLC until 2008. The Discovery Channel had been airing regular re-runs, but now only does so on rare occasions. In the UK it has been shown on Men & Motors and CBS Reality.",1986
42556,5.0,7 Faces of Dr. Lao,Western,"7 Faces of Dr. Lao is a 1964 American Metrocolor fantasy-comedy film directed by George Pal (his final directorial effort) and starring Tony Randall. It is an adaptation of the 1935 fantasy novel The Circus of Dr. Lao by Charles G. Finney. It details the visit of a magical circus to a small town in the southwest United States, and the effects that visit has on the people of the town. The novel was adapted by Charles Beaumont.",1964
171749,5.0,Death Note: Desu nôto (2006–2007),(no genres listed),"Death Note (Japanese: デスノート, Hepburn: Desu Nōto) is a Japanese manga series written by Tsugumi Ohba and illustrated by Takeshi Obata. The story follows Light Yagami, a teen genius who stumbles across a mysterious otherworldly notebook: the ""Death Note"", which belonged to the Shinigami Ryuk, and grants the user the supernatural ability to kill anyone whose name is written in its pages. The series centers around Light's subsequent attempts to use the Death Note to carry out a world-wide massacre of individuals whom he deems morally unworthy of life to change the world into a utopian society without crime, using the alias of a god-like vigilante named ""Kira"" (""キラ"", the Japanese transliteration of the English word: killer) and the subsequent efforts of an elite task-force of law enforcement of",2006–2007
8738,5.0,"Woman Is a Woman, A (femme est une femme, Une)",Musical,"A woman is a female human being. The word woman is usually reserved for an adult; girl is the usual term for a female child or adolescent. The plural women is also sometimes used for female humans, regardless of age, as in phrases such as ""women's rights"". Some women are trans (those who have a male sex assignment that does not align with their gender identity), or intersex (those born with sexual characteristics that do not fit typical notions of male or female).",1961
3086,5.0,Babes in Toyland,Musical,"Babes in Toyland is an American punk rock band formed in Minneapolis, Minnesota in 1987. The band was founded by vocalist and guitarist Kat Bjelland, a native of Oregon, along with drummer Lori Barbero and bassist Michelle Leon, who was later replaced by Maureen Herman in 1992. In 2014, the band reunited, and the following year began performing live together for the first time in over a decade. They completed an international tour throughout 2015, during which bassist Herman was fired and replaced with Clara Salyer.",1934
166024,4.75,Whiplash,(no genres listed),"Whiplash is the name of multiple fictional characters appearing in American comic books published by Marvel Comics. Each Whiplash is a supervillain in the Marvel Universe, with the first and latest appearing as members of Iron Man's rogues gallery. The original Whiplash (Mark Scarlotti) also went by the name Blacklash. Mickey Rourke portrayed the newest Whiplash (Ivan Vanko) in the Marvel Cinematic Universe film Iron Man 2 (2010).",2013
4298,4.75,Rififi (Du rififi chez les hommes),Film-Noir,"Rififi (French: Du rififi chez les hommes) is a 1955 French crime film adaptation of Auguste Le Breton's novel of the same name. Directed by American blacklisted filmmaker Jules Dassin, the film stars Jean Servais as the aging gangster Tony ""le Stéphanois"", Carl Möhner as Jo ""le Suédois"", Robert Manuel as Mario Farrati, and Jules Dassin as César ""le Milanais"". The foursome band together to commit an almost impossible theft, the burglary of an exclusive jewelry shop on the Rue de Rivoli. The centerpiece of the film is an intricate half-hour heist scene depicting the crime in detail, shot in near silence, without dialogue or music. The fictional burglary has been mimicked by criminals in actual crimes around the world.",1955
100882,4.75,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei),IMAX,"Journey to the West: Conquering the Demons (Chinese: 西遊·降魔篇) is a 2013 fantasy comedy film co-written and produced by Stephen Chow and co-directed by Chow and Derek Kwok. The movie was first announced in July 2011 and was released on February 10, 2013 in China. The film is a loose comedic re-interpretation of the novel Journey to the West, a Chinese literary classic often believed to be written by Wu Cheng'en. A sequel, Journey to the West: The Demons Strike Back, written and produced by Chow and directed by Tsui Hark, was released on January 28, 2017.",2013
44889,4.75,Reefer Madness: The Movie Musical,Musical,"Reefer Madness, also known as Reefer Madness: The Movie Musical, is a 2005 American made-for-television musical comedy film directed by Andy Fickman, written by Kevin Murphy and Dan Studney, and produced by the three. It is a film adaptation of the trio's musical of the same name, itself based on the 1936 exploitation film also of the same title. It premiered on Showtime on April 16, 2005.",2005
172591,4.75,The Godfather Trilogy: 1972-1990,(no genres listed),"The Godfather Saga is a TV miniseries that combines The Godfather and The Godfather Part II into one film. It originally aired on NBC over four consecutive nights (one three-hour segment and three two-hour segments) in November 1977. The Godfather Saga is also known as The Godfather: The Complete Novel for Television, The Godfather: A Novel for Television, The Godfather Novella, The Godfather: 1901-1959 - The Complete Epic, and The Godfather Epic (on HBO). The television version was the basis for a shorter, 1981 video release known as The Godfather 1902–1959: The Complete Epic. Following the release of The Godfather Part III in 1990, a third unified version was released to video in 1992 entitled The Godfather Trilogy: 1901–1980.",1992
2511,4.666666666666667,"Long Goodbye, The",Film-Noir,"""The Long Goodbye"" is a song written by Irish singer-songwriters Paul Brady and Ronan Keating for Brady's 2000 album Oh What a World. In 2001, it was covered by country music duo Brooks & Dunn for their album Steers & Stripes. Ronan Keating released his version in April 2003 as the last single from his album Destination (2002).",1973
88932,4.5,Final Destination 5,IMAX,"Final Destination 5 is a 2011 American 3D supernatural horror film directed by Steven Quale and written by Eric Heisserer. It is the fifth and final installment in the Final Destination film series. Final Destination 5 stars Nicholas D'Agosto, Emma Bell, Miles Fisher, Arlen Escarpeta, David Koechner, and Tony Todd.",2011
