business_id,avg_score,categories,name,state,working_hours,city,address
tSFXJ0GFl5iUdy021YgWLw,5.0,"['Arts & Entertainment', ' Nightlife', ' Jazz & Blues', ' Restaurants', ' Pizza', ' Southern']",The Mad Griddle ,IN,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-17:0'}",Indianapolis,2127 E 10th St
gRHd5bRosRWQBckzPawf-w,5.0,"['Photography Stores & Services', ' Beauty & Spas', ' Hair Salons', ' Home & Garden', ' Art Galleries', ' Day Spas', ' Arts & Entertainment', ' Shopping']",Blue Wren Studio,IN,,Indianapolis,"1043 Virginia Ave, Ste 214"
Ir5Ts-NC7DDTL3XLizhV3g,5.0,"['Playgrounds', ' Kids Activities', ' Active Life', ' Parks', ' Basketball Courts']",City Center Park,IN,,Greenwood,415 Lincoln St
2TLNzc2WVzJMa-IRTYMINQ,5.0,"['Beauty & Spas', ' Hair Salons', ' Waxing', ' Nail Salons', ' Hair Removal']",Appreciate You Hair And Nails,IN,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-17:30'}",Indianapolis,4507 E 82nd St
ZY4R4YD3uGmzyECzEdr1rg,5.0,"['Tutoring Centers', ' Specialty Schools', ' Test Preparation', ' Adult Education', ' Education']",Project Management Academy,IN,"{'Monday': '8:30-18:0', 'Tuesday': '8:30-18:0', 'Wednesday': '8:30-18:0', 'Thursday': '8:30-18:0', 'Friday': '8:30-18:0'}",Carmel,"Hampton by Hilton North Carmel, 12197 N Meridian St"
fjvaxQ_-MpCk-e_Hy_9AZA,5.0,"['Art Classes', ' Education', ' Arts & Entertainment']",Board & Brush Greenwood,IN,"{'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Greenwood,200 West Main St
CPor0p2hvvHJJN4L0U_zEg,5.0,"['Pet Services', ' Pets', ' Pet Training']",Ann Becnel Companion Dogs,LA,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}",New Orleans,6107 W End Blvd
GrzCVNDTRODqNez4zb4RLw,5.0,"['Local Flavor', ' Public Art', ' Museums', ' Nightlife', ' Arts & Entertainment', ' Music Venues']",The Music Box Village,LA,"{'Friday': '12:0-19:0', 'Saturday': '12:0-18:0', 'Sunday': '12:0-18:0'}",New Orleans,4557 N Rampart St
IOZrqUQ2Jg6UeQ5CWpsmkg,5.0,"['Convenience Stores', ' Food', ' Grocery', ' Coffee & Tea', ' Beer', ' Wine & Spirits']",Nesbit's Magazine Street Market,LA,"{'Monday': '8:0-15:0', 'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-20:0'}",New Orleans,301 Magazine St
5gLjr0BZzm6EY07bp7_LSA,5.0,"['Beauty & Spas', ' Barbers']",Templet's Russell Barber Shop,LA,"{'Tuesday': '9:30-14:30', 'Wednesday': '9:30-14:30', 'Thursday': '13:0-17:30', 'Friday': '9:30-14:30', 'Saturday': '9:30-14:30'}",New Orleans,143 Delaronde St
BQkH3UGGtXzU4IfZewaw_w,5.0,"['Health & Medical', ' Beauty & Spas', ' Massage Therapy', ' Day Spas', ' Massage']",WobbeMassage,LA,"{'Monday': '0:0-0:0', 'Tuesday': '10:30-20:0', 'Thursday': '13:0-19:0', 'Friday': '11:0-18:0', 'Saturday': '14:0-19:0'}",New Orleans,2940 Canal St
FbGjCCc7bbJVWq3Kt5lamQ,5.0,"['Walking Tours', ' Tours', ' Hotels & Travel', ' Historical Tours']",Ernie's Tours,LA,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0'}",New Orleans,"828 Bourbon St, Apt E"
3J3aZkNvgCh-LKeUrSB1FQ,5.0,"['Home & Garden', ' Hardware Stores', ' Shopping']",Ace Hardware Oak Street,LA,"{'Monday': '8:0-17:30', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:30', 'Saturday': '8:0-16:30'}",New Orleans,8338 Oak St
5RXu-z4IRQFhkdB1R01yHA,5.0,"['Home Services', ' Home Cleaning', ' Office Cleaning', ' Local Services', ' Handyman', ' Heating & Air Conditioning/HVAC', ' Carpet Cleaning', ' Pressure Washers', ' Professional Services']",Brooms N Buckets,LA,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-14:0'}",New Orleans,"201 Saint Charles Ave, Ste 2500"
5TUFmLAo5f-pzjrVouM1ug,5.0,"['Lice Services', ' Health & Medical']",Nitpicking in NOLA,LA,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '5:0-23:0', 'Sunday': '5:0-23:0'}",New Orleans,
voKcGki0lA5JETqKFwm6AA,5.0,"['Barbers', "" Men's Hair Salons"", ' Hair Salons', ' Beauty & Spas']",Factotum Barber + Supply,LA,,New Orleans,902 Piety St
NJXvZ25bka5hHEPa3PmJVA,1.5,"['Local Services', ' Shipping Centers']",United Parcel Service,MA,,Lynnfield,110 Kimball Ln
GF8wA1VpmGrxGghjppLTiw,1.0,"['Home Services', ' Home Cleaning']",YOCO Maids & Cleaning,MA,,Boston,
9gU9waGZhzOOpUy78O_YBQ,2.5,"['Oil Change Stations', ' Wheel & Rim Repair', ' Automotive', ' Towing', ' Auto Repair', ' Auto Parts & Supplies']",Mr Brakes,MI,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-15:0'}",Roseville,26671 Gratiot Ave
_raU4FUxWzx30V6DCDSKiA,5.0,"['Sporting Goods', ' Shoe Stores', ' Shopping', ' Fashion']",Fleet Feet Sports,MO,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-17:0', 'Sunday': '12:0-17:0'}",Fenton,504 Old Smizer Mill Rd
wwHswDU1t8T-8DAuKI3WdQ,5.0,"['Fashion', ' Sewing & Alterations', ' Leather Goods', ' Shopping', ' Furniture Reupholstery', ' Local Services', ' Shoe Repair']",Robbi's Custom Leather Goods,MO,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0'}",Saint Louis,5104 Hampton Ave
1oDLf788824qQh-8Shl3sw,5.0,"['Food', ' Donuts']",Boogyz Donuts,MO,"{'Saturday': '5:0-14:0', 'Sunday': '6:0-13:0'}",University City,6951 Olive Blvd
QN7JpoH3Qu-Y-EhXdxrkMQ,5.0,"['Event Planning & Services', ' Bed & Breakfast', ' Hotels', ' Hotels & Travel']",Fleur-de-Lys Mansion,MO,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}",Saint Louis,3500 Russell Blvd
U0JBeQwbPrWi5FKr7vt6pA,5.0,"['Real Estate', ' Home Services', ' Real Estate Services', ' Real Estate Agents']",Dan Brassil,MO,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Saint Louis,601 E Lockwood Ave
K2DH_MEvB3Uozvuc4jvJQQ,5.0,"['Leather Goods', ' Home & Garden', ' Flowers & Gifts', ' Home Decor', ' Gift Shops', ' Fashion', ' Shopping', ' Jewelry']",Urban Matter,MO,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '10:0-15:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-16:0'}",Saint Louis,3179 S Grand Blvd
DZxerONFBdoY0zFYeeOc0Q,5.0,"['Museums', ' Arts & Entertainment']",St. Louis Kaplan Feldman Holocaust Museum,MO,"{'Monday': '9:30-16:30', 'Tuesday': '9:30-16:30', 'Wednesday': '9:30-16:30', 'Thursday': '9:30-16:30', 'Friday': '9:30-16:30'}",Saint Louis,12 Millstone Campus Dr
hk65swoBSuzq6ITMXkB1aw,5.0,"['Dry Cleaning & Laundry', ' Shopping', ' Professional Services', ' Baby Gear & Furniture', ' Fashion', "" Children's Clothing"", ' Local Services', ' Laundry Services', ' Laundromat']",Simply Clean Laundry Service,MO,"{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0'}",St. Louis,10420 Liberty Ave
1cLhfVUILUQ9u6C9XtwcNg,5.0,"['Lounges', ' Bars', ' Nightlife', ' Arts & Entertainment', ' Art Galleries', ' Shopping', ' Cocktail Bars']",Sophie's Artist Lounge,MO,"{'Monday': '0:0-0:0', 'Wednesday': '17:0-1:30', 'Thursday': '16:0-1:30', 'Friday': '16:0-1:30', 'Saturday': '16:0-1:30'}",St. Louis,"3333 Washington Ave, Ste 102"
fAACT0qzYnDIhuLFEk8FcA,5.0,"['Fashion', ' Shopping', ' Accessories', "" Men's Clothing"", ' Department Stores', "" Women's Clothing""]",Buckle,MO,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}",Des Peres,"26 W County Ctr, Ste 1080"
gCF0QQWzI9lDouhLfTbYCA,5.0,"['Restaurants', ' American (Traditional)', ' Food Trucks', ' Burgers', ' Food']",MudMan Food Truck,MT,"{'Tuesday': '17:0-19:30', 'Wednesday': '11:0-17:0'}",Kalispell,
em474WuTw7-OkhPfX4EohA,2.0,"['Breakfast & Brunch', ' Coffee & Tea', ' Food', ' American (New)', ' Diners', ' Restaurants', ' American (Traditional)', ' Burgers']",IHOP,NC,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}",Boone,702 Blowing Rock Rd
lwItZ1Ck3KtpCgG4CPFmpQ,5.0,"['DUI Law', ' Professional Services', ' Lawyers', ' Criminal Defense Law']",Stomel Elliot Attorney-At-Law,NJ,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Cherry Hill,"532 Rte 70 W, Fl 2"
lAd7PwbmfpirUngbb6uCiA,5.0,"['Hair Extensions', ' Hair Salons', ' Hair Stylists', ' Beauty & Spas', ' Blow Dry/Out Services']",Studio 240,NJ,"{'Tuesday': '11:0-18:30', 'Wednesday': '11:0-18:30', 'Thursday': '11:0-18:30', 'Friday': '11:0-18:0', 'Saturday': '9:0-15:0'}",Woodbury,240 S Broad St
EPDRXctqbR9fJRW881zSDA,5.0,"['Art Classes', ' Party & Event Planning', ' Education', ' Paint & Sip', ' Arts & Entertainment', ' Event Planning & Services']",Painting with a Twist,NJ,"{'Monday': '12:0-18:0', 'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '12:0-18:0', 'Sunday': '12:0-18:0'}",Haddonfield,115 E. Kings Hw.
mYbEGFsRcA0tfUNSYcBJMA,5.0,"['American (New)', ' Restaurants']",Golden River Restaurant,NJ,,Riverside,"8 E Scott St, Ste 10"
kJXpZfEneOByy7WoVZEW8w,5.0,"['Music & DVDs', ' Shopping', ' Vinyl Records', ' Books', ' Mags', ' Music & Video']",Phidelity Records,NJ,"{'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '12:0-18:0', 'Sunday': '12:0-16:0'}",Haddon Township,12 Haddon Ave
koeubKPpi6ax4FDh7_zcWg,5.0,"['Cafes', ' Restaurants', ' Food', ' Coffee & Tea']",Palo De Azucar Cafe,NJ,"{'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0', 'Saturday': '6:0-16:0'}",Trenton,862 S Broad St
Gpx16uVu36_Tl6LRBBzXmg,5.0,"['Sporting Goods', ' Skate Shops', ' Surfing', ' Shopping', ' Active Life']",Sunrise Surf And Skateboard Shop,NJ,"{'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '10:0-16:0'}",Cherry Hill,259 Marlton Pike E
qjbnku0rUULzjeaHtH9GCw,5.0,"['Health & Medical', ' Chiropractors']",Moorestown Chiropractic and Wellness,NJ,,Moorestown,128 Bortons Landing Rd
J-jTtdjLEEIHZW7X6NVzMQ,5.0,"['Pet Services', ' Pet Groomers', ' Pet Stores', ' Pets']",Hot Diggity Dog,NJ,"{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-17:0', 'Sunday': '10:0-15:0'}",Sewell,425 Salina Rd
o6ka0FqoToYMXCRVajtXIQ,5.0,"['Desserts', ' Food']",Stio's Water Ice And Ice Cream Washington Township,NJ,,Washington Township,138 Fries Mill Rd
fSCNwMtNNQY9QT69Cj9fiA,5.0,"['Musicians', ' DJs', ' Karaoke', ' Event Planning & Services', ' Nightlife']",Sierra Pro Events,NV,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",Sparks,
gbN4RuUiiBxQ2GBFQ2p3Cw,5.0,"['Food Trucks', ' Food']",Mr. Margarita,NV,,Fernley,Truck Inn Way
yswijv6wP2fKbMqAiEZ0vw,5.0,"['Active Life', ' Basketball Courts', ' Stadiums & Arenas', ' Arts & Entertainment', ' Professional Sports Teams']",Reno Bighorns,NV,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",Reno,400 N Center St
_WRe3ql2DI_h3htr77Siew,5.0,"['Nightlife', ' Lounges', ' Bars']",The Office,NV,"{'Tuesday': '16:30-23:30', 'Wednesday': '16:30-23:30', 'Thursday': '16:30-23:30', 'Friday': '16:30-23:30', 'Saturday': '16:30-23:30', 'Sunday': '16:30-23:30'}",Reno,248 W 1st St
Eb8GseQXa1ZICrmCwbXmPQ,5.0,"[""Women's Clothing"", ' Bespoke Clothing', ' Sewing & Alterations', ' Shopping', ' Local Services', ' Laundry Services', ' Fashion', ' Dry Cleaning']",Yerli's Alterations & Tailoring,NV,"{'Monday': '10:30-19:0', 'Tuesday': '10:30-19:0', 'Wednesday': '10:30-19:0', 'Thursday': '10:30-19:0', 'Friday': '10:30-19:0', 'Saturday': '12:0-17:0'}",Reno,"5487 Meadowood Mall, Ste C131"
kKb00Oj96n5YYqMSDzx1IA,5.0,"['Weight Loss Centers', ' Health & Medical', ' Beauty & Spas', ' Eyelash Service', ' Skin Care', ' Permanent Makeup', ' Cryotherapy']",Lush Ink & Skin Studio,NV,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-18:0'}",Reno,"577 South Meadows Pkwy, Ste 6, Reno Breathe Bar"
CNVapZiNGgqVrkEwmS8INQ,5.0,"['Active Life', ' Escape Games', ' Arts & Entertainment']",Deadline Escape Rooms,NV,"{'Tuesday': '16:0-20:0', 'Wednesday': '16:0-20:0', 'Thursday': '16:0-20:0', 'Friday': '15:45-23:15', 'Saturday': '12:15-23:15', 'Sunday': '12:15-19:45'}",Reno,7111 South Virginia St
zyrBKxaJD7Gj1VyYALdvZQ,5.0,"['Painters', ' Home Services']",Ochiltree Painting,NV,,Reno,
9BQXDFd55VUt4YDRPvwt0w,5.0,"['Automotive', ' Tires']",Tread Connection,NV,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0'}",Reno,
GiyWpSiEUUWqZTUcG3LRkw,5.0,"['Educational Services', ' Education', ' Vocational & Technical School', ' Specialty Schools']",Breakthrough Training,NV,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}",Reno,"140 Washington St, Ste 100"
PSo_C1Sfa13JHjzVNW6ziQ,5.0,"['Pet Services', ' Pet Groomers', ' Pets', ' Veterinarians']",Indian Walk Veterinary Center,PA,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-17:0', 'Saturday': '9:0-13:0'}",Newtown,662 Durham Rd
ABxoFuzZy5mqQ8C5FJJajQ,5.0,"['Restaurants', ' Italian']",Core de Roma,PA,"{'Tuesday': '15:0-20:30', 'Wednesday': '15:0-20:30', 'Thursday': '15:0-20:30', 'Friday': '15:0-20:30', 'Saturday': '15:0-20:30', 'Sunday': '15:0-20:30'}",Bala Cynwyd,201 Jefferson St
8KMIT0NXu30Jz5Ojo5uxaw,5.0,"['Fitness & Instruction', ' Physical Therapy', ' Health & Medical', ' Active Life', ' Trainers']",Cornerstone Physical Therapy Associates,PA,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-15:30', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-15:30', 'Friday': '9:0-15:0'}",Bensalem,"1338 Bristol Pike, Ste 203"
GWGXTKR0Fhdvzf_isDqJug,5.0,"['Real Estate', ' Home Services', ' Real Estate Agents']","David Gower, Jr.  - Coldwell Banker Preferred",PA,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}",Philadelphia,"325 Chestnut St, Ste 1300"
h-y5azB-VlQAT3m7Ff2g2Q,5.0,"['Fashion', ' Shopping', "" Men's Clothing""]",P's & Q's - Premium Quality,PA,,Philadelphia,820 S St
5BYQP7i7ckUlgSzX4Yhnmw,5.0,"['Home Cleaning', ' Home Services', ' Office Cleaning', ' Professional Services', ' Window Washing']",A-1 Expert Cleaning Services,PA,"{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",Levittown,34 Ring Ln
tVdJ7CgBGAQ_nLomYXbB-Q,5.0,"['Wildlife Control', ' Local Services', ' Pest Control']",Cunningham Pest Control,PA,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Havertown,"1125 W Chester Pike, Ste 178"
8ThWgxiTB83nrIGbZQnNBg,5.0,"['Pet Services', ' Pet Sitting', ' Pets']",Creature Comforts Pet Sitting,PA,,Ardmore,
s-A1_pxGRYL2x4gONVzvFA,5.0,"['Mountain Biking', ' Bike Repair/Maintenance', ' Shopping', ' Bikes', ' Active Life', ' Local Services', ' Sporting Goods']",Easy Rider Repair,PA,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}",Delaware County,
vSE6lkp5FBcttPxEbQ9XCw,5.0,"['Health & Medical', ' Medical Spas', ' Beauty & Spas', ' Skin Care', ' Makeup Artists']",Kim Kelly & Co Clinical Skin Care,PA,"{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '9:0-17:0', 'Friday': '9:0-15:0'}",Doylestown,"252 W Swamp Rd, Ste 56"
RXW3WsOBAkspYaJ96GRQUg,4.5,"['Beauty & Spas', ' Hair Salons', ' Massage', ' Nail Salons', ' Day Spas', ' Barbers', ' Skin Care']",K Soho Salon,SD,"{'Tuesday': '10:0-18:30', 'Wednesday': '10:0-18:30', 'Thursday': '10:0-18:30', 'Friday': '10:0-18:30', 'Saturday': '10:0-18:30'}",Tampa,"715 S Howard Ave, Ste 100"
_mf0QKI1Jlk8zRinr-56FA,5.0,"['Car Dealers', ' Automotive', ' Used Car Dealers', ' Auto Repair']",Jaguar Nashville,TN,"{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '9:0-17:0'}",Brentwood,3 Cadillac Dr
1dSKEitDDgIkaApe6UNMSA,5.0,"['Caribbean', ' Food', ' Restaurants', ' Food Trucks']",The Pepper Pott,TN,"{'Monday': '0:0-0:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-18:0'}",Nashville,4611 Alabama Ave
PENtXTN19SYMMmFYYbA_Gw,5.0,"['Oil Change Stations', ' Auto Repair', ' Automotive']",Lubrication Corner,TN,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}",Franklin,705 Columbia Ave
U8N-E8P9UOL_g0VxMCF3Mg,5.0,"['Automotive', ' Oil Change Stations', ' Transmission Repair', ' Auto Repair']",A.K. Lube & Auto,TN,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-14:0'}",Kingston Springs,134 Petro Rd
W5tIz4sl1yRW_fOXHoGVzQ,5.0,"['Yoga', ' Pilates', ' Fitness & Instruction', ' Barre Classes', ' Active Life']",barre3 Nashville - The Gulch,TN,"{'Monday': '6:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '8:30-13:15', 'Sunday': '9:45-17:15'}",Nashville,501 12th Ave S
NrL5xcCR9Zhy8kh5mHwvWw,5.0,"['Makeup Artists', ' Hair Salons', ' Beauty & Spas']",Paige Simmons Salon,TN,"{'Tuesday': '10:0-18:30', 'Wednesday': '10:0-18:30', 'Thursday': '10:0-18:30', 'Friday': '10:0-18:30', 'Saturday': '9:30-14:30'}",Nashville,3011 Poston Ave
0_bq30K9LWJP16wCrKUD5w,5.0,"['Jewelry', ' Shopping', ' Watch Repair', ' Bridal', ' Local Services']",Barker Diamond Company,TN,"{'Monday': '11:0-17:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0'}",Nashville,"2200 21st Ave S, Ste 106"
OIeDCcIR7GKOyDFkkG6f-Q,5.0,"['Automotive', ' Auto Repair', ' Transmission Repair', ' Towing']",Coleman Taylor Transmissions,TN,"{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0'}",Franklin,318 Downs Blvd
jg1adoNcXd4nWkP9wWUYwQ,5.0,"['Security Systems', ' Data Recovery', ' Home Theatre Installation', ' IT Services & Computer Repair', ' Home Services', ' Home Automation', ' TV Mounting', ' Local Services']",Tech Next Door,TN,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '8:0-22:0', 'Sunday': '10:0-18:0'}",Nashville,
WJkn1P09sKDpFrP2YHpJhw,5.0,"['Sewing & Alterations', ' Bridal', ' Local Services', ' Shopping', ' Bespoke Clothing']",Joy Bridal Studio,TN,"{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0'}",Brentwood,5008 Thoroughbred Ln
qw_eRqiGeYwsbTfkpd_Pqg,5.0,"['Beauty & Spas', ' Makeup Artists', ' Hair Salons', ' Hair Stylists']",Southern Luxe Beauty,TX,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '5:0-23:0', 'Sunday': '5:0-23:0'}",Mount Juliet,31 Eagles Ct
kEjAs-w4dN9W1n6jE7Tivg,3.0,"['Real Estate', ' Home Services', ' Apartments']",Residences at Glenview Reserve Apartment Homes,TX,"{'Monday': '10:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-17:0'}",Nashville,100 Arbor Creek Blvd
oTRrNy5VIaTw7MKEvxZl7A,2.0,"['Shopping', ' Outdoor Furniture Stores', ' Home Decor', ' Jewelry', ' Home & Garden']",Wildlife Wonders,TX,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",Austin,"7703 N Lamar Blvd, Ste 118"
Zo2tRIvtAfoENtbw2USoYg,1.5,"['Real Estate', ' Home Services', ' Apartments']",2400 Briarwest,TX,"{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-17:0', 'Sunday': '13:0-17:0'}",Houston,2400 Briarwest Blvd
f-S2Y0OO00cQjo8yj3upKg,4.5,"['Health & Medical', ' Fitness & Instruction', ' Trainers', ' Active Life', ' Yoga', ' Nutritionists']",Find Your Zen,UT,,Eagle,
QQXwvLlbMtnAgjY8YKEzuA,2.5,"['Boating', ' Boat Charters', ' Hotels & Travel', ' Vacation Rentals', ' Event Planning & Services', ' Active Life']",The Moorings,VI,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-16:0'}",Tortola,
